CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,z,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,AVG_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE
2020MSA7597279,MSA,1,03-Aug-20,12-Aug-20,13-Aug-20,10,C400,P051694855U    ,DM COMMODITIES K LIMITED,P051400996H    ,ACCESS AFRICA LOGISTICS LIMITED,PAK ARAB FOOD INDUSTRIES,E2006344398,PK ,PK ,MTC ,10063000,21X20 PAKISTAN LONG GRAIN WHITE RICE GRADE 3,MK,NA,3,547533,546000,546000,1,21507497,185640,20013310,37,,USD,kg,11135342,0,0,0,11135342,0,35,0,0,USD,108
2020MSA7577455,MSA,4,11-Jul-20,11-Jul-20,11-Jul-20,0,C400,P051432333R    ,AHDI  INVESTMENT CO LIMITED,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,NO.1 TRADING,E2006344463,CN ,CN ,RLC ,85071000,AUTO SPARE PARTS AND ACCESSORIES - CAR BATTERIES,UNKNOWN,,MV,75,75,3,25,15362,140,14947,4982,,USD,u ,3841,0,163000,0,395858,0,25,14,0,USD,107
2020MSA7616129,MSA,1,21-Aug-20,21-Aug-20,22-Aug-20,1,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,JRM EXPORT PRIVATE LTD,E2006344468,IN ,IN ,BFT ,10063000,"INDIAN LONG GRAIN RICE GRADE 1,BRAND:DOLPHIN",DOLPHIN,NA,1,260728,260000,260000,1,11277875,98800,10708873,41,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7582982,MSA,1,16-Jul-20,20-Jul-20,23-Jul-20,7,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051176602S    ,INLAND AFRICA LOGISTICS LIMITED,KLA FOODS (INDIA) LTD A/C AAHYAN DMCC,E2006344639,IN ,IN ,BFT ,10063000,INDIAN LONG GRAIN RICE-GRADE 1 IN 50KG PP BAGS IN 4X20FT CNERS HSE/HSE        CAIU2552588,GREEN ROSE,NA,1,100660,100400,100400,1,8889249,78814,8433098,84,,USD,kg,3111237,0,0,0,3111237,0,35,0,0,USD,107
2020MSA7553483,MSA,1,16-Jun-20,27-Jun-20,29-Jun-20,13,C400,P051375346G    ,PRIMO MERCHANT STORES EAST AFRICA LIMITE,P051338306A    ,GALAXY LOGISTICS LIMITED,PUNJAB RICE LAND AGRO FOODS PRIVATE LIMI,E2006344922,IN ,IN ,MTC ,10063000,INDIAN LONG GRAIN WHITE RICE: AL FANAR BRAND,FANAR,NA,UNKNOWN,121410,120000,120000,1,5488025,48000,5117026,43,,USD,kg,2447328,0,0,0,2447328,0,35,0,0,USD,107
2020MSA7595666,MSA,1,30-Jul-20,03-Aug-20,03-Aug-20,4,C400,P051702449F    ,RACDU BIHAMDI LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SHIV SAMADHA ENTERPRISES,E2006345279,PK ,PK ,AUT ,10063000,"PAKISTAN LONG GRAIN PARBOILED RICE GRADE 1,BRAND:MUNA",PARBOILED RICE,NA,1,130520,130000,130000,1,5346534,46800,5060016,39,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,108
2020MSA7577953,MSA,1,11-Jul-20,16-Jul-20,17-Jul-20,6,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E2006345559,PK ,PK ,POR ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SOOPER GOLD BRAND,SOOPER GOLD,NA,1,521456,520000,520000,1,21351065,187200,19986576,38,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,107
2020MSA7622001,MSA,1,28-Aug-20,28-Aug-20,29-Aug-20,1,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E2006345559,PK ,PK ,POR ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SOOPER GOLD RICE BRAND,SOOPER GOLD,NA,1,260728,260000,260000,1,10809819,93600,10118984,39,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7655128,MSA,1,06-Oct-20,13-Oct-20,13-Oct-20,7,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E2006345559,PK ,PK ,POR ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SOOPER GOLD RICE,SOOPER GOLD,NA,1,469310,468000,468000,1,19320529,168480,18294451,39,,USD,kg,10162058,0,0,0,10162058,0,35,0,0,USD,109
2020MSA7579141,MSA,1,13-Jul-20,16-Jul-20,18-Jul-20,5,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,SHREE RATHI RICE MILL,E2006345583,IN ,IN ,AUT ,10063000,INDIAN IR64 WHITE RICE GRADE-III MAARUFU BRAND,MAARUFU,NA,3,541520,540000,540000,1,21526260,187920,20107440,37,,USD,kg,11012976,0,0,0,11012976,0,35,0,0,USD,107
2020MSA7570213,MSA,8,03-Jul-20,03-Jul-20,04-Jul-20,1,C400,P051853139J    ,TIUSMAR TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,FRIENDLINE GENERAL TRADING LLC,E2006345881,AE ,ES ,MIT ,85071000,CAR BATTERY,UNKNOWN,,MV,300,300,10,30,153324,1400,149254,14925,,USD,u ,38331,0,2113,0,5131,0,25,14,0,USD,107
2020ICD212913,ICD,1,19-Jun-20,19-Jun-20,22-Jun-20,3,C400,P051370188E    ,AFRISALI AIR CARGO LIMITED,P051331159U    ,DESTINY CONVEYORS LIMITED,AFRISALI TRADING COMPANY LIMITED,E2006345961,CN ,CN ,ICD ,85071000,1550 UNITS OF BATTERY,UNKNOWN,,UNKNOWN,1400,1400,1550,1,346267,3100,330475,213,,USD,u ,86567,0,110109,0,267408,0,25,14,0,USD,106
2020MSA7575580,MSA,1,09-Jul-20,14-Jul-20,14-Jul-20,5,C400,P051748147S    ,EVERYONE INVESTMENTS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,M/S KANGORE TRADERS,E2006345974,PK ,PK ,POR ,10063000,8 X 20 PAKISTANI LONG GRAIN RICE GRADE I,KANGORE,NA,1,208666,208000,208000,1,9002509,79040,8438777,41,,USD,kg,4242035,0,0,0,4242035,0,35,0,0,USD,107
2020MSA7587957,MSA,2,22-Jul-20,28-Jul-20,28-Jul-20,6,C400,P051426902Z    ,SCANIA EAST AFRICA LIMITED,P051102805G    ,SPEDAG INTERFREIGHT KENYA LIMITED,SCANIA LATIN AMERICA ON BEHALF OF SCANIA,E2006345979,BR ,BR ,RLC ,85071000,BATTERY 180 AH LOW MAINTENAN,UNKNOWN,,UNKNOWN,738,738,6,123,51039,456,49047,8174,,USD,u ,12760,0,23561,0,57219,0,25,14,0,USD,108
2020MSA7611022,MSA,3,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 65D31R N70 Brand: VISCA POWER,VISCA,,MV,895,880,50,18,134633,1206,130718,2614,,USD,u ,33658,0,482583,0,1171987,0,25,14,0,USD,108
2020MSA7611022,MSA,6,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY  Model: CMF 165G51 N170 Brand: VISCA POWER,VISCA,,MV,17311,17088,445,38,2757616,24702,2677430,6017,,USD,u ,689404,0,113617,0,275926,0,25,14,0,USD,108
2020MSA7611022,MSA,7,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 190H52 N200 Brand: VISCA POWER,VISCA,,MV,1371,1356,30,45,210422,1885,204303,6810,,USD,u ,52605,0,58786,0,163761,104975,25,14,0,USD,108
2020MSA7611022,MSA,2,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 65D31L N70L Brand: VISCA POWER,VISCA,,MV,895,880,50,18,134633,1206,130718,2614,,USD,u ,33658,0,19292,0,46852,0,25,14,0,USD,108
2020MSA7611022,MSA,9,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 65D26L NS70L Brand: GOLD STAR,GOLD STAR,,MV,740,725,50,15,110240,988,107035,2141,,USD,u ,27560,0,93453,0,226958,0,25,14,0,USD,108
2020MSA7611022,MSA,1,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,1X20FT STC CAR BATTERY Model: CMF 65D26L NS70L Brand: VISCA POWER ,VISCA,,MV,785,770,50,15,125255,1122,121613,2432,,USD,u ,31314,0,15157,0,36809,0,25,14,0,USD,108
2020MSA7611022,MSA,5,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 145G51 N150 Brand: VISCA POWER,VISCA,,MV,1835,1810,50,36,279033,2500,270919,5418,,USD,u ,69758,0,109734,0,305688,195954,25,14,0,USD,108
2020MSA7611022,MSA,4,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 115F51 N120 Brand: VISCA POWER,VISCA,,MV,1515,1490,50,30,235551,2110,228702,4574,,USD,u ,58888,0,56186,0,136452,0,25,14,0,USD,108
2020MSA7611022,MSA,8,17-Aug-20,17-Aug-20,18-Aug-20,1,C400,P051194888Z    ,BUROOJ AUTO SPARES LIMITED,P051505692Q    ,WICKHAM BROS CO LIMITED,JINHUA JUJIANG TRADE CO LTD,E2006346109,,CN ,CNT ,85071000,CAR BATTERY Model: CMF 44B24L N40L Brand: GOLD STAR,GOLD STAR,,MV,2140,2080,200,10,321064,2876,311728,1559,,USD,u ,80266,0,97347,0,236414,0,25,14,0,USD,108
2020MSA7621519,MSA,1,27-Aug-20,28-Aug-20,28-Aug-20,1,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KLA INDIA PUBLIC LTD,E2006346226,IN ,IN ,MIT ,10063000,10 X 20 INDIAN WHITE LONG GRAIN RICE GRADE 5 PC BROKEN  ,FZAMI,NA,1,260830,260000,260000,1,12715781,111020,12002239,46,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7620027,MSA,1,26-Aug-20,27-Aug-20,27-Aug-20,1,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KLA INDIA PUBLIC LTD,E2006346226,IN ,IN ,POR ,10063000,10 X 20 INDIAN WHITE LONG GRAIN RICE GRADE II,FZAMI,NA,2,260830,260000,260000,1,12715781,111020,12002239,46,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7620007,MSA,1,26-Aug-20,27-Aug-20,27-Aug-20,1,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KLA INDIA PUBLIC LTD,E2006346226,IN ,IN ,MIT ,10063000,10 X 20 INDIAN WHITE LONG GRAIN RICE GRADE II ,FZAMI,NA,2,260830,260000,260000,1,12715781,111020,12002239,46,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7621571,MSA,1,27-Aug-20,28-Aug-20,29-Aug-20,2,C400,P051567290U    ,FANAA INVESTMENTS LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,KLA INDIA PUBLIC LTD,E2006346226,IN ,IN ,POR ,10063000,10 X 20 INDIAN WHITE LONG GRAIN RICE GRADE II,FZAMI,NA,2,260830,260000,260000,1,12715781,111020,12002239,46,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020MSA7577732,MSA,1,11-Jul-20,22-Jul-20,22-Jul-20,11,C400,P051742696U    ,GM COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,NEW JHOLELAL RICE MILL,E2006346256,PK ,PK ,POR ,10063000,16 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE II ,POLLA,NA,2,417165,416000,416000,1,16826962,145600,15545115,37,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,107
2020MSA7682720,MSA,1,16-Nov-20,18-Nov-20,18-Nov-20,2,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,TALREJA INTERNATIONAL,E2006346583,PK ,PK ,MIT ,10063000,"PAKISTANI LONG GRAIN RICE, GRADE I, PACKED IN BAGS OF 25KG BRAND-SANA/HALWO/YABAL/BARAF",BARAF,NA,1,261248,260000,260000,1,12493853,104000,11358027,44,,USD,kg,5679024,0,0,0,5679024,0,35,0,0,USD,109
2020MSA7705855,MSA,1,18-Dec-20,31-Dec-20,02-Jan-21,15,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,TALREJA INTERNATIONAL,E2006346583,PK ,PK ,CNT ,10063000,"PAKISTAN LONG GRAIN PK-386 PACKED IN BAGS OF 25KGS , GRADE I, BRAND-SANA/YABAL/HALWO/BARAF",BARAF,NA,1,260832,260000,260000,1,12361501,104000,11604445,45,,USD,kg,5802212,0,0,0,5802212,0,35,0,0,USD,112
2020MSA7702594,MSA,1,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,TALREJA INTERNATIONAL,E2006346583,PK ,PK ,MIT ,10063000,PAKISTANI LONG GRAIN RICE GRADE I PACKED IN BAGS OF 25KGS BRAND-YABAL/HALWO/SANA/BARAF,BARAF,NA,1,260832,260000,260000,1,12362617,104000,11604445,45,,USD,kg,5802212,0,0,0,5802212,0,35,0,0,USD,112
2020MSA7579868,MSA,1,14-Jul-20,05-Aug-20,06-Aug-20,23,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL ,E2006346583,PK ,PK ,MTC ,10063000,10 X 20 PAKISTAN LONG GRAIN  RICE GRADE I,MK,NA,1,260830,260000,260000,1,12240800,104000,11128000,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7666250,MSA,1,22-Oct-20,22-Oct-20,22-Oct-20,0,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,TALREJA INTERNATIONAL,E2006346583,PK ,PK ,MIT ,10063000,"PAKISTAN LONG GRAIN RICE PACKED IN BAGS OF 25KG GRADE I, BRAND-SAFA/SANA/YABAL/HALWO/BARAF",BARAF,NA,1,261040,260000,260000,1,12437797,104000,11307130,43,,USD,kg,5653570,0,0,0,5653570,0,35,0,0,USD,109
2020MSA7681822,MSA,1,14-Nov-20,21-Nov-20,23-Nov-20,9,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2006346583,PK ,PK ,AUT ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE 1,UNKNOWN,NA,1,260832,260000,260000,1,12056064,104000,11336614,44,,USD,kg,5668312,0,0,0,5668312,0,35,0,0,USD,109
2020MSA7599641,MSA,3,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N9-BS(iGEL),DATCO,,MOTORCYCLE,9520,9520,1400,7,671074,5880,633906,453,,USD,u ,167768,0,27182,0,66013,0,25,14,0,USD,108
2020MSA7599641,MSA,7,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N9-BS,DATCO,,MOTORCYCLE,2350,2350,300,8,95868,840,90558,302,,USD,u ,23967,0,37813,0,91832,0,25,14,0,USD,108
2020MSA7599641,MSA,1,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N5L-BS IGEL,DATCO,,MOTORCYCLE,1250,1250,250,5,114128,1000,107807,431,,USD,u ,28532,0,87379,0,212207,0,25,14,0,USD,108
2020MSA7599641,MSA,6,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N7BL-BS,DATCO,,MOTORCYCLE,4725,4725,1750,3,499311,4375,471656,270,,USD,u ,124828,0,1165,0,2830,0,25,14,0,USD,108
2020MSA7599641,MSA,2,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N7BL-BS(iGEL),DATCO,,MOTORCYCLE,2041,2041,200,10,93585,820,88402,442,,USD,u ,23396,0,31317,0,76055,0,25,14,0,USD,108
2020MSA7599641,MSA,4,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N5L-BS,DATCO,,MOTORCYCLE,2240,2240,250,9,178953,1568,169042,676,,USD,u ,44738,0,8788,0,21342,0,25,14,0,USD,108
2020MSA7599641,MSA,5,05-Aug-20,05-Aug-20,05-Aug-20,0,C400,P051362409T    ,DATCO HOLDINGS LIMITED,P051506858S    ,BLUE PEARL LOGISTICS LIMITED,"JUN U INDUSTRY CO., LIMITED ",E2006346591,CN ,CN ,BFT ,85071000,DATCO MOTORCYCLE BATTERIES 12N6.5L-BS,DATCO,,MOTORCYCLE,1500,1500,200,8,50216,440,47435,237,,USD,u ,12554,0,41221,0,100109,0,25,14,0,USD,108
2020ICD229696,ICD,8,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,"NEW BLACK TIGER BRAND SMF BATTERIES 12V 70 AH BATTERY SMF L (MINUS, PLUS)",BLACK TIGER,,UNKNOWN,1793,1770,98,18,331879,2926,316357,3228,,USD,u ,82970,0,63267,0,176243,112976,25,14,0,USD,108
2020ICD229696,ICD,9,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,"NEW BLACK TIGER BRAND SMF BATTERIES 12V 70 AH BATTERY SMF R (MINUS, PLUS)",BLACK TIGER,,UNKNOWN,1793,1770,98,18,331879,2926,316357,3228,,USD,u ,82970,0,334272,0,931186,596914,25,14,0,USD,108
2020ICD229696,ICD,1,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,NEW BLACK TIGER BRAND SMF BATTERIES 12V 120 AH BATTERY SMF LAYOUT 3 ,BLACK TIGER,,UNKNOWN,3742,3696,112,33,763662,6733,727944,6500,,USD,u ,190916,0,70887,0,172154,0,25,14,0,USD,108
2020ICD229696,ICD,2,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,NEW BLACK TIGER BRAND SMF BATTERIES 12V 150 AH BATTERY SMF LAYOUT 3 ,BLACK TIGER,,UNKNOWN,1970,1947,49,40,405068,3572,386122,7880,,USD,u ,101267,0,18829,0,45727,0,25,14,0,USD,108
2020ICD229696,ICD,3,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,NEW HELDEN BRAND SMF BATTERIES 12V 120 AH BATTERY SMF LAYOUT 3,HELDEN,,UNKNOWN,3822,3776,112,34,824506,7270,785942,7017,,USD,u ,206127,0,62753,0,152399,0,25,14,0,USD,108
2020ICD229696,ICD,7,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,"NEW BLACK TIGER BRAND SMF BATTERIES 12V 65  AH BATTERY SMF R (MINUS, PLUS)",BLACK TIGER,,UNKNOWN,1716,1693,112,15,358586,3162,341814,3052,,USD,u ,89646,0,77676,0,188641,0,25,14,0,USD,108
2020ICD229696,ICD,5,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,"NEW BLACK TIGER BRAND SMF BATTERIES 12V 36  AH BATTERY SMF  R (MINUS, PLUS)",BLACK TIGER,,UNKNOWN,1478,1455,162,9,306645,2704,292302,1804,,USD,u ,76661,0,110868,0,269251,0,25,14,0,USD,108
2020ICD229696,ICD,4,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,NEW HELDEN BRAND SMF BATTERIES  12V 170 AH BATTERY SMF LAYOUT 3 ,HELDEN,,UNKNOWN,7250,7158,168,43,1723384,15196,1642778,9778,,USD,u ,430846,0,62753,0,152399,0,25,14,0,USD,108
2020ICD229696,ICD,6,25-Aug-20,26-Aug-20,01-Sep-20,7,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,YIGIT AKU MALZ. NAK. TUR. INS. SAN. VE. ,E2006346814,TR ,TR ,ICD ,85071000,"NEW BLACK TIGER BRAND SMF BATTERIES 12V 65 AH BATTERY SMF L ( MINUS, PLUS)",BLACK TIGER,,UNKNOWN,1716,1693,112,15,358586,3162,341814,3052,,USD,u ,89646,0,216141,0,524914,0,25,14,0,USD,108
2020MSA7555161,MSA,7,17-Jun-20,17-Jun-20,20-Jun-20,3,C400,P051166417T    ,SALIHIYA CARGO AND SHIPPING AGENCY LIMIT,P051208690M    ,NAFAST FREIGHT SERVICES LIMITED,SALIHIYA CARGO LLC,E2006346951,AE ,DE ,MTS ,85071000,5 PACKAGES OF BATTERY MECEDES BENZ A09823208,UNKNOWN,,UNKNOWN,120,120,40,3,56470,500,53302,1333,,USD,u ,14118,0,598171,0,1452702,0,25,14,0,USD,106
2020MSA7586233,MSA,1,21-Jul-20,23-Jul-20,23-Jul-20,2,C400,P051702672I    ,SUNDUS LOGISTICS LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,M/S AL ASAD RICE MILLS,E2006347104,PK ,PK ,MIT ,10063000,"PAKISTANI LONG GRAIN MILLED RICE,PACKED IN 20KG BAGS, BRAND-HANNAN, GRADE I",HANAN,NA,1,52520,52000,52000,1,2161593,18720,2013490,39,,USD,kg,1060509,0,0,0,1060509,0,35,0,0,USD,108
2020MSA7586304,MSA,3,21-Jul-20,21-Jul-20,21-Jul-20,0,C400,P051794659Y    ,SAHAN CARGO AND CLEARING LIMITED,P051215522S    ,REGAL FREIGHTERS,"SODISSAD INTERNATIONAL CO., LIMITED",E2006347159,CN ,CN ,MTS ,85071000,AUTOMOTIVE BATTERY - BRAND WHLI MODEL  MFN180,WHLI,,MV,3225,3225,100,32,139826,1280,137674,1377,,USD,u ,34956,0,241906,0,587486,0,25,14,0,USD,108
2020MSA7586304,MSA,2,21-Jul-20,21-Jul-20,21-Jul-20,0,C400,P051794659Y    ,SAHAN CARGO AND CLEARING LIMITED,P051215522S    ,REGAL FREIGHTERS,"SODISSAD INTERNATIONAL CO., LIMITED",E2006347159,CN ,CN ,MTS ,85071000,AUTOMOTIVE BATTERY - BRAND IMO BATTERY MODEL MFN70R,IMO,,MV,3225,3225,100,32,139826,1280,137674,1377,,USD,u ,34956,0,68030,0,165216,0,25,14,0,USD,108
